Date;PETR4;BBDC4;PETR3;ABEV3;BBAS3;B3SA3;ITSA4;VALE3;ITUB4;LREN3;UGPA3;BBDC3;VIVT4;BRFS3;KROT3;FIBR3;JBSS3;GGBR4;EMBR3;RENT3;BRKM5;EQTL3;WEGE3;RADL3;LAME4;CCRO3;PCAR4;HYPE3;BRML3;CMIG4;TIMP3;SBSP3;EGIE3;BRAP4;ESTC3;ELET3;MULT3;CSNA3;BTOW3;NATU3;USIM5;CSAN3;TAEE1;GOAU4;ENBR3;CYRE3;MRVE3;IGTA3;MRFG3;GOLL4
10/1/2008;25,41;9,461;32,484;2,955;11,139;5,461;2,7;21,892;12,472;3,099;9,303;8,353;18,562;15,708;1,519;26,972;4,132;17,075;10,757;2,2;7,057;3,84;3,236;2,952;3,845;3,787;29,606;5,343;3,368;5,402;5,715;6,416;11,083;14,347;3,463;12,823;4,361;12,363;36,611;12,742;16,956;8,958;3,244;23,982;4,341;14,908;4,294;5,545;15,831;11,502
10/2/2008;23,891;8,862;30,761;2,886;10,297;5,327;2,555;20,478;11,796;2,799;8,927;7,866;19,22;14,797;1,372;24,056;4,205;15,866;10,663;2,028;6,937;3,741;3,282;2,863;3,676;3,623;29,515;5,132;3,323;5,365;5,715;6,45;10,976;13,547;3,555;11,817;4,267;11,609;34,035;12,569;15,125;8,374;3,313;22,497;4,346;13,629;3,894;5,585;15,541;11,473
10/3/2008;23,35;8,631;30,704;2,866;9,753;4,855;2,472;20,318;11,387;2,822;8,477;7,736;19,293;14,623;1,435;21,436;3,757;15,477;10,518;1,882;6,547;3,656;3,328;2,745;3,619;3,465;28,788;5,045;3,206;5,387;5,749;6,157;11,14;13,333;3,636;11,997;4,372;11,284;33,486;12,976;14,911;8,979;3,419;21,405;4,209;13,143;3,335;5,545;15,638;11,233
10/6/2008;19,077;7,248;25,208;2,641;8,069;4,147;2,045;16,734;9,384;2,417;7,439;6,468;17,703;12,886;1,276;20,007;2,953;12,567;9,741;1,556;5,917;3,272;3,108;2,509;2,962;3,101;25,855;4,398;2,646;4,844;5,407;5,432;9,814;10,666;2,914;10,632;3,976;8,559;25,621;12,19;11,836;7,608;3,422;18,476;3,877;12,24;2,646;5,147;14,489;9,649
10/7/2008;20,832;7,822;28,013;2,729;8,377;4,592;2,238;18,148;10,207;2,424;7,295;6,959;18,915;12,046;1,377;20,512;3,218;13,574;9,963;1,603;5,932;3,282;3,076;2,394;2,856;3,261;26,191;4,571;2,406;5,096;5,624;5,593;10,265;11,49;2,883;11,411;4,153;9,336;23,268;12,424;12,265;7,239;3,059;18,845;4,112;11,377;2,751;5,228;15,445;9,591
10/8/2008;19,756;7,37;26,25;2,515;7,7;4,329;2,015;16,958;9,421;2,403;6,742;6,481;19,361;11,331;1,328;18,197;3,3;12,432;9,341;1,505;5,592;2,915;2,885;2,037;2,726;3,204;25,156;4,355;2,045;4,477;5,44;5,235;9,775;10,608;2,744;10,367;3,993;8,799;19,757;11,851;11,608;7,566;2,987;17,267;4,039;9,965;2,493;4,906;12,047;8,814
10/9/2008;19,542;7,537;25,462;2,426;7,52;4,983;2,075;17,598;9,666;2,411;6,554;6,579;19,164;12,442;1,286;17,054;3,026;11,764;8,957;1,799;5,273;3,258;2,663;2,184;2,552;3,188;24,247;4,636;2,045;4,368;5,357;5,113;9,216;10,261;2,849;11,151;4,164;9,3;20,092;11,672;11,433;8,492;3,09;16,537;4,136;8,56;2,728;5,163;13,109;8,41
10/10/2008;17,474;6,577;23,083;2,169;6,519;4,619;1,814;15,774;8,278;2,204;5,968;5,857;18,094;11,997;1,367;15,053;2,34;10,385;7,677;1,438;4,672;2,982;2,192;2,066;2,128;3,092;22,34;4,312;1,804;4,035;4,849;4,626;8,122;8,898;2,747;9,729;3,76;7,356;16,777;10,699;10,25;7,587;2,947;14,354;3,875;7,415;2,258;3,62;11,149;7,393
10/13/2008;18,939;7,572;24,986;2,656;7,71;5,428;2,125;18,225;10,055;2,427;6,79;6,761;18,902;13,019;1,422;16,482;2,788;12,145;8,598;1,797;5,387;3,431;2,64;2,509;2,557;3,422;24,52;4,42;2,168;4,499;5,615;5,125;9,312;10,997;3,006;10,91;3,849;9,007;20,512;11,603;12,134;8,081;3,123;16,788;4,131;8,553;2,542;4,259;12,52;8,852
10/14/2008;20,091;8,724;26,66;2,74;8,839;5,408;2,436;18,878;11,423;2,711;7,971;7,508;20,93;14,472;1,48;18,693;3,319;12,339;8,957;1,94;5,988;3,893;3,023;2,45;2,856;3,671;25,755;5,088;2,541;4,805;5,665;5,722;10,209;11,304;3,863;11,713;4,07;9,811;24,728;11,61;13,321;8,388;3,393;17,225;4,3;9,18;3,175;4,139;12,781;8,506
10/15/2008;17,482;7,582;22,837;2,455;7,761;4,45;2,075;15,992;9,707;2,445;7,661;6,631;20,792;13,33;1,434;17,864;2,624;10,445;8,121;1,679;5,656;3,762;2,72;2,524;2,422;3,402;23,612;4,42;2,301;4,521;5,415;5,076;9,588;9,542;3,764;10,792;3,818;7,642;19,757;11,285;11,696;7,344;3,388;14,43;4,262;7,846;2,756;3,817;12,182;6,797
10/16/2008;16,108;7,187;20,77;2,398;7,448;4,005;1,989;14,61;9,216;2,46;7,816;6,179;21,312;12,668;1,434;18,578;2,651;9,87;8,155;1,631;5,903;3,632;2,688;2,612;2,388;3,204;24,266;3,924;2,195;4,554;5,49;4,869;9,476;8,933;3,855;10,839;3,765;7,352;18,718;11,327;10,688;7,17;3,123;13,725;4,153;7,595;2,38;3,48;10,155;7,201
10/17/2008;16,406;7,594;21,533;2,52;7,674;4,207;2,03;15,506;9,445;2,65;8,044;6,663;21,94;13,33;1,455;16,539;2,56;10,572;8,232;1,824;5,988;3,738;2,878;2,6;2,523;3,367;25,147;4,269;2,183;4,732;5,665;4,911;10,152;9,565;4,182;11,052;3,862;9,268;19,628;11,596;11,564;6,961;2,906;15,034;4,262;8,05;2,587;3,536;11,101;8,333
10/20/2008;17,94;7,732;23,132;2,769;7,967;4,349;2,033;16,951;9,638;2,686;8,102;6,826;22,129;13,801;1,46;16,778;2,578;11,713;8,496;1,884;6,101;3,836;3,03;2,845;2,581;3,391;27,39;4,355;2,108;4,792;5,707;5,174;9,893;10,156;4,185;10,943;3,904;9,723;20,993;11,851;12,199;7,079;2,968;15,949;4,23;8,647;3,107;3,777;11,632;8,958
10/21/2008;18,413;7,909;23,707;2,86;8,151;4,187;2,042;17,937;9,748;2,73;8,339;6,923;21,531;13,837;1,45;17,054;2,697;12,06;8,615;1,925;6,123;3,882;2,961;2,845;2,658;3,386;26,799;4,355;2,111;4,921;5,699;5,478;10,152;10,95;4,064;10,948;3,973;9,642;22,418;11,817;12,541;7,559;2,911;16,52;4,318;8,874;3,057;3,966;11,101;8,929
10/22/2008;17,405;7,158;22,493;2,498;7,125;3,587;1,838;17,411;8,745;2,531;8,155;6,208;21,011;13,397;1,45;16,778;2,816;10,834;8,334;1,573;5,84;3,776;2,869;2,771;2,412;3,156;25,455;4,485;1,723;4,522;4,249;5,164;9,476;10,353;3,79;10,155;3,71;8,559;20,607;11,361;11,301;7,33;2,674;14,975;4,132;7,886;2,596;4,038;10,184;8,161
10/23/2008;16,635;6,577;21,328;2,341;6,519;3,196;1,645;16,031;7,803;2,42;7,514;5,753;20,693;12,442;1,354;15,758;2,706;10,157;7,856;1,493;5,677;3,565;2,55;2,509;2,2;2,911;24,229;4,317;1,654;4,311;4,207;4,577;9,476;9,617;3,555;9,536;3,464;7,967;19,001;11,589;10,671;6,891;2,522;14,153;3,999;7,109;2,403;4,018;9,653;7,786
10/24/2008;15,269;6,179;19,367;2,34;5,903;2,798;1,429;15,578;6,926;2,209;7,311;5,272;20,109;11,953;1,434;15,263;2,468;9,472;7,856;1,383;5,408;3,427;2,295;2,379;2,133;2,668;23,067;4,304;1,498;4,201;3,732;4,37;8,63;9,159;3,659;8,837;3,156;7,58;16,485;11,541;9,575;5,917;2,173;13,129;3,77;6,403;2,199;3,877;8,591;7,297
10/27/2008;13,819;6,141;18,047;2,343;6,006;2,704;1,446;14,52;6,93;2,218;7,188;5,298;21,488;12,264;1,275;14,958;2,514;8,965;7,652;1,327;5,203;3,459;2,153;2,379;2,123;2,414;22,431;4,183;1,338;4,222;3,949;4,409;8,996;8,956;3,372;9,03;2,846;7,349;16,314;11,423;9,812;5,569;2,004;11,987;3,603;6,081;2,121;3,737;8,205;6,538
10/28/2008;13,582;6,475;17,472;2,47;6,078;2,663;1,535;14,691;7,495;2,388;7,133;5,46;22,541;12,708;1,258;15,73;2,797;8,821;7,387;1,31;5,379;3,6;2,272;2,243;2,268;2,142;22,985;4,459;1,296;4,256;4,041;4,441;9,036;8,84;3,241;9,234;2,769;7,512;17,395;11,423;10,084;6,077;2,064;12,264;3,573;5,885;1,978;3,697;8,109;6,74
10/29/2008;15,368;6,898;19,851;2,655;6,776;2,96;1,672;16,59;7,852;2,614;7,489;5,912;22,172;12,446;0,956;16,396;2,971;10,775;8,206;1,618;5,769;3,794;2,41;2,125;2,702;2,657;25,437;4,485;1,543;4,666;4,524;4,852;9,25;10,035;3,071;10,641;3,322;8,936;21,088;11,444;11,713;6,968;2,158;14,816;4,02;8,262;2,309;3,938;8,234;7,537
10/30/2008;16,787;7,768;21,82;2,54;7,371;3,661;1,956;17,654;9,257;2,568;7,468;6,468;21,054;12,277;0,804;17,149;3,236;11,29;9,178;1,837;5,953;3,953;2,598;2,361;2,871;2,705;27,789;4,743;2,105;4,703;4,832;5,383;9,526;10,608;3,137;11,189;3,309;9,544;22,667;11,879;12,602;7,497;2,054;15,529;4,224;9,188;2,695;4,018;8,495;7,969
10/31/2008;16,68;7,764;21,951;2,515;7,135;3,722;1,906;17,083;9,093;2,232;7,573;6,67;20,625;12,846;0,83;19,055;3,337;11,553;9,409;2,007;6,08;4,038;2,617;2,656;2,774;3,019;28,834;4,851;2,054;4,624;4,582;5,602;9,408;10,434;3,346;12,096;2,963;9,336;22,753;12,286;12,05;7,142;2,166;15,999;4,187;7,988;2,472;4,014;9,016;8,593
11/3/2008;17,436;8,021;22,763;2,602;7,315;3,81;2,285;18,173;10,614;2,279;7,297;6,988;20,367;13,677;0,899;19,541;3,62;11,756;9,255;2,015;6,455;3,971;2,874;2,807;2,798;3,307;29,56;5,179;2,289;4,694;4,566;5,941;9,476;11,075;3,529;11,605;2,879;9,138;23,706;12,362;11,941;7,1;2,281;16,201;4,266;8,364;2,584;4,074;9,856;8,641
11/4/2008;17,94;8,539;23,625;2,637;7,546;4,106;2,454;19,638;11,392;2,39;7,948;7,236;20,586;14,237;0,903;20,674;3,684;12,221;9,196;2,05;6,222;3,882;3,03;2,949;2,948;3,314;30,65;5,692;2,346;4,878;4,666;6,25;9,673;12,099;3,816;12,322;2,935;9,326;24,668;13,536;12,169;7,176;2,372;16,797;4,487;9,416;2,806;4,018;10,358;9,226
11/5/2008;18,329;7,929;24,133;2,555;7,92;4,019;2,294;18,659;10,372;2,39;8,063;6,579;20,109;14,508;0,956;20,045;3,2;11,772;9,059;1,769;6,002;3,635;2,938;2,972;2,924;3,142;30,25;6,037;2,346;4,623;4,357;5,999;9,588;11,512;3,599;11,51;3,018;8,653;25,243;14,012;11,323;7,587;2,455;16,243;4,564;9,031;2,66;4,018;9,75;8,66
11/6/2008;16,955;7,431;22,082;2,6;7,443;3,493;2,196;17,148;9,745;2,218;8,217;6,312;19,933;14,308;0,951;18,826;3,035;11,028;8,479;1,681;5,493;3,508;2,869;2,981;2,755;3,14;30,332;5,99;2,186;4,538;4,124;5,695;9,397;10,668;3,644;11,038;3,129;7,83;23,706;14,253;10,425;7,497;2,418;15,11;4,472;7,611;2,469;3,894;9,17;8,42
11/7/2008;17,314;7,505;22,558;2,742;7,71;3,715;2,267;17,51;10,126;2,374;8,81;6,211;21,102;14,752;1,005;18,512;3,319;11,417;7,865;1,676;5,486;3,494;3,03;3,229;2,919;3,101;31,331;6,08;2,168;4,598;4,174;5,848;9,453;10,997;3,725;11,307;3,198;7,921;24,479;14,164;10,517;7,671;2,492;15,697;4,506;7,219;2,352;3,898;9,363;8,391
11/10/2008;17,901;7,576;23,419;2,837;7,376;3,634;2,395;18,029;10,495;2,323;8,563;6,407;22,176;15,219;1,125;16,844;3,218;11,73;7,507;1,573;5,075;3,6;2,92;3,229;2,784;3,14;30,023;6,033;2,319;4,733;3,832;5,909;9,87;11,045;3,659;11,085;3,087;7,691;22,066;13,598;10,447;7,504;2,444;16,218;4,311;6,199;2,262;3,898;9,557;7,7
11/11/2008;17,505;7,264;22,804;2,78;7,017;3,445;2,347;17,543;10,093;2,233;8,171;6,179;21,677;14,69;1,126;15,853;3,2;11,341;7,268;1,493;4,919;3,741;2,747;3,04;2,755;3,005;29,052;5,52;2,243;4,675;3,841;5,69;9,476;10,794;3,881;11,321;3,046;7,326;21,397;13,328;10,097;7,19;2,598;15,865;4,236;5,657;2,211;3,785;8,987;7,114
11/12/2008;15,734;6,921;20,458;2,698;6,73;3,472;2,223;17,083;9,757;2,115;8,536;5,886;21,226;14,468;1,168;15,063;3,346;11,646;7,02;1,28;4,714;3,812;2,869;3,037;2,769;3,143;28,243;5,671;2,192;4,78;3,549;5,724;9,797;10,542;3,751;10,712;2,921;7,154;21,989;13,536;9,549;6,891;2,24;15,999;4,134;5,532;2,046;3,653;8,215;7,105
11/13/2008;15,162;6,908;19,589;2,789;6,776;3,263;2,199;16,616;9,712;1,976;8,529;5,919;21,759;14,143;1,222;15,072;3,291;11,138;6,833;1,34;4,7;3,741;2,8;2,952;2,745;3,24;28,643;5,653;1,759;4,808;3,674;5,741;10,011;10,237;3,646;10,721;2,796;6,894;21,337;13,674;9,111;7,037;2,444;15,37;4,134;5,587;2,006;3,529;7,916;6,817
11/14/2008;15,475;7,319;20,032;3,017;7,053;3,398;2,377;17,148;10,241;1,949;8,919;6,293;21,901;15,152;1,222;15,787;3,529;11,84;6,628;1,465;4,672;3,847;2,881;3,016;2,765;3,399;30,877;5,606;2,024;5,076;3,949;5,899;10,209;10,608;3,764;11,51;2,73;7,336;21,594;14,026;9,418;7,17;2,444;16,26;4,294;5,571;2,072;3,529;8,302;7,306
11/17/2008;15,116;7,393;19,745;2,968;6,924;3,236;2,315;16,918;10,163;1,881;8,877;6,247;20,968;14,663;1,158;15,415;3,447;11,647;6,867;1,42;4,686;3,879;2,791;2,833;2,774;3,431;29,787;5,541;1,931;5,096;3,957;5,963;10,265;10,614;3,79;11,746;2,686;7,157;21,731;13,639;8,993;7,309;2,512;16,015;4,318;5,343;1,952;3,487;8,012;6,865
11/18/2008;14,498;7,043;18,793;2,926;6,944;3,075;2,178;16,465;9,638;1,897;9,061;6,088;20,956;13,539;1,131;14,653;3,383;10,919;6,909;1,403;4,714;3,829;2,78;2,892;2,9;3,407;31,331;5,477;2,045;5,259;4,249;6,058;10,88;10,416;3,659;12,134;2,547;6,991;22,324;13,473;9,155;7,483;2,424;15,054;4,45;5,1;1,766;3,454;7,8;7,681
11/19/2008;14,117;6,773;18,211;2,884;6,898;2,913;2,107;16,018;9,241;1,926;9,101;5,87;21,398;13,113;1,195;14,3;3,364;10,311;6,969;1,405;4,714;3,851;2,665;2,922;2,885;3,512;30,895;5,477;2,135;5,387;4,166;5,916;10,817;10,069;3,633;12,346;2,326;7,03;21,8;13,805;8,677;7,093;2,306;14,288;4,442;4,904;1,653;3,392;6,95;8,017
11/20/2008;14,117;6,773;18,211;2,884;6,898;2,913;2,107;16,018;9,241;1,926;9,101;5,87;21,398;13,113;1,195;14,3;3,364;10,311;6,969;1,405;4,714;3,851;2,665;2,922;2,885;3,512;30,895;5,477;2,135;5,387;4,166;5,916;10,817;10,069;3,633;12,346;2,326;7,03;21,8;13,805;8,677;7,093;2,306;14,288;4,442;4,904;1,653;3,392;6,95;8,017
11/21/2008;12,781;6,083;16,029;2,831;5,711;2,63;1,909;14,796;8,294;1,756;8,971;5,255;20,401;12,93;1,117;12,586;3,245;9,48;6,44;1,342;4,601;3,706;2,548;2,922;2,668;3,486;29,705;5,369;2,015;5,242;4,007;4,728;10,811;9,411;3,398;11,954;2,312;6,426;19,207;13,929;8,169;6,334;2,173;13,268;4,544;4,402;1,517;3,275;7,24;7,201
11/24/2008;13,621;6,5;17,415;2,942;6,172;2,812;2,051;15,801;9,104;1,808;9,529;5,594;20,84;14,539;1,105;12,767;3,447;10,003;6,764;1,418;4,403;3,762;2,665;2,922;2,88;3,517;31,504;5,317;2,078;5,447;4,366;5,498;11,034;9,991;3,542;12,19;2,5;6,803;19,851;14,281;8,682;6,557;2,308;13,761;4,79;4,739;1,646;3,238;7,481;7,345
11/25/2008;14,201;6,809;17,965;2,806;6,224;2,852;2,134;16,688;9,668;1,787;9,251;5,854;19,876;14,45;1,099;12,395;3,547;10,362;6,483;1,332;4,212;3,776;2,791;2,807;2,9;3,446;31,876;5,433;2,165;5,343;4,307;5,335;10,777;10,536;3,398;12,048;2,63;7,287;19,671;13,874;9,286;6,752;2,444;13,701;4,622;4,794;1,649;3,217;7,529;7,22
11/26/2008;14,353;7,024;18,334;2,72;6,509;2,899;2,217;16,945;10,119;1,879;9,519;5,945;19,971;14,934;1,115;12,519;3,584;10,628;7,097;1,383;4,311;3,752;2,699;2,981;2,929;3,506;32,448;5,175;2,228;5,387;5,199;5,391;10,777;10,662;3,395;12,228;2,824;7,612;20,263;13,888;9,615;6,961;2,447;14,543;4,628;5,461;1,74;3,3;7,481;7,306
11/27/2008;15,223;7,528;19,351;2,76;7,204;3,223;2,427;17,608;10,946;1,905;9,768;6,407;19,948;15,237;1,126;12,176;4,013;12,204;7,379;1,533;4,424;3,78;2,669;3,04;3,136;3,539;32,43;5,36;2,391;5,387;6,124;5,503;10,811;10,979;3,372;12,596;3,095;8,149;21,027;14,177;10,075;7,42;2,512;16,67;4,694;6,05;1,975;3,363;7,819;7,786
11/28/2008;14,78;7,64;18,826;2,777;7,204;3,257;2,392;17,654;10,9;1,855;9,55;6,589;20,038;15,508;1,195;12,166;4,141;12,238;7,302;1,576;4,424;3,847;2,605;3,099;3,059;3,581;33,238;5,369;2,631;5,211;5,749;5,571;10,886;11,015;3,523;12,502;3,295;8,393;20,615;14,219;9,943;7,497;2,526;16,695;4,622;5,948;2,034;3,549;8,109;8,305
12/1/2008;14,04;7,277;17,653;2,655;7,064;3,169;2,316;16,564;10,467;1,756;9,078;6,374;19,421;14,65;1,158;11,233;4,251;11,364;6,892;1,556;4,183;3,741;2,479;3,099;2,851;3,465;32,33;5,153;2,586;5,01;5,082;5,317;10,611;10,476;3,521;12,148;3,461;7,821;19,37;13,68;9,729;7,002;2,58;15,734;4,508;5,579;1,834;3,524;7,269;8,026
12/2/2008;13,811;7,516;17,636;2,684;7,364;3,048;2,39;16,104;10,767;1,786;9,347;6,563;20,403;15,33;1,26;11,023;4,324;11,45;7,489;1,656;4,318;3,692;2,477;3,158;2,876;3,415;32,92;5,17;2,616;5,111;5,324;5,356;10,697;10,231;3,607;12,544;3,45;7,759;19,233;14,426;9,724;6,961;2,58;15,691;4,634;5,696;1,799;3,595;7,336;8,833
12/3/2008;13,521;7,548;17,046;2,669;7,162;2,886;2,384;15,486;10,78;1,712;9,289;6,475;20,57;15,13;1,221;11,166;4,306;11,159;7,182;1,568;4,127;3,706;2,412;3,099;2,736;3,486;32,975;4,7;2,559;5,137;4,649;5,566;10,582;9,812;3,529;12,526;3,392;7,382;18,057;14,806;9,466;6,717;2,634;15,232;4,484;5,492;1,855;3,657;6,274;8,785
12/4/2008;14,193;7,702;17,874;2,718;7,333;2,967;2,464;15,828;11,202;1,77;9,584;6,625;21,389;14,846;1,272;12,214;4,525;11,527;7,976;1,593;4,141;3,713;2,376;3,099;2,74;3,733;33,556;4,321;2,571;5,211;5,09;5,649;10,954;9,997;3,526;12,7;3,361;7,691;17,499;15,289;9,724;6,773;2,579;15,64;4,705;5,547;1,907;3,778;6,612;8,804
12/5/2008;13,239;7,336;16,57;2,675;7,338;2,913;2,381;14,987;10,667;1,834;9,519;6,41;22,02;14,263;1,222;11,576;4,544;10,928;7,959;1,546;3,872;3,706;2,307;2,952;2,702;3,705;32,294;4,26;2,454;4,997;5,107;5,539;11,034;9,495;3,437;12,596;3,516;7,398;16,983;14,599;9,383;6,411;2,511;14,739;4,688;5,594;1,886;3,828;6,854;8,439
12/8/2008;14,544;8,085;18,44;2,825;8,328;3,344;2,63;16,248;11,783;1,99;9,778;6,926;22,785;15,876;1,195;12,309;5,174;12,435;8,223;1,671;4,07;3,706;2,564;2,969;3,04;3,684;34,419;4,524;2,586;5,157;5,832;5,968;11,086;10,327;3,398;13,89;3,66;7,983;19,774;14,957;10,241;6,592;2,58;16,584;4,79;6,646;2,112;4,106;7,259;9,745
12/9/2008;15,215;8,197;19,482;2,919;8,458;3,587;2,63;16,787;12,205;1,962;9,578;6,942;22,704;16,076;1,275;12,824;5,065;13,12;8,24;1,731;3,999;3,6;2,552;3,011;3,049;3,462;32,058;5,088;2,658;5,038;5,749;5,936;11,257;10,716;3,254;13,413;3,771;8,464;20,564;14,253;11,038;6,717;2,553;17,358;4,823;6,913;2,004;4,38;7,433;9,15
12/10/2008;15,757;8,187;20,409;2,966;8,447;3,944;2,615;17,917;12,159;2,015;9,779;6,902;22,182;16,107;1,285;14,72;5,184;13,916;8,453;1,744;4,105;3,635;2,596;3,04;3,015;3,359;31,513;5,295;2,601;4,857;5,749;6,187;10,697;11,069;3,11;13,248;3,516;8,91;21,045;14,15;11,818;6,606;2,594;18,073;4,696;7,156;2,06;4,566;7,249;9,332
12/11/2008;16,825;8,045;21,984;3,01;8,085;4,012;2,592;18,469;12,046;2,084;9,768;6,829;21,169;15,463;1,308;15,11;5,074;13,531;8,104;1,867;3,978;3,551;2,617;3,04;3,093;3,411;30,877;5,455;2,707;4,739;5,74;5,968;10,525;11,464;2,888;12,757;3,586;9,216;20,95;13,736;11,761;6,62;2,511;17,945;4,568;7,548;2,088;4,546;7,529;9,265
12/12/2008;16,101;7,702;21,106;2,955;7,717;3,756;2,488;17,49;11,532;2,134;9,389;6,527;21,164;15,103;1,255;14,491;4,443;12,666;7,771;1,766;3,829;3,487;2,568;2,978;3,015;3,481;30,241;5,477;2,646;4,674;5,799;5,916;10,582;10,895;2,875;12,469;3,599;8,624;21,551;14,15;11,192;6,696;2,511;16,848;4,399;7,101;2,081;4,226;7,047;9,025
12/15/2008;17,253;8,029;22,378;3,008;7,722;3,722;2,485;18,541;11,699;2,224;9,653;6,695;21,178;15,192;1,264;15,72;4,617;13,368;8,308;1,756;3,914;3,501;2,617;3,023;3,136;3,551;30,432;5,507;2,565;4,747;5,524;6,26;10,754;11,464;2,836;12,799;3,627;9,238;21,594;14,322;11,739;6,926;2,492;17,477;4,373;6,991;1,98;4,4;7,539;9,121
12/16/2008;17,871;8,18;23,132;3,082;7,836;3,816;2,553;18,995;11,979;2,246;9,768;6,862;21,596;15,619;1,333;16,406;4,672;13,565;8,146;1,706;3,999;3,484;2,596;2,978;3,175;3,592;30,514;5,52;2,631;4,774;5,549;6,549;10,84;11,853;2,81;12,875;3,599;9,528;21,654;14,412;11,893;7,058;2,58;17,809;4,337;7,077;2,004;4,338;7,771;9,178
12/17/2008;18,046;8,312;23,502;2,983;7,784;3,89;2,562;19,382;12,272;2,237;9,73;6,996;21,686;14,965;1,328;15,892;4,498;13,3;8,018;1,734;3,872;3,529;2,678;3,097;3,04;3,665;29,478;5,692;2,643;4,617;5,124;6,603;10,857;11,973;2,854;12,521;3,649;9,755;20,203;14,198;12,09;7,316;2,614;17,435;4,187;6,999;2,011;4,276;7,636;9,457
12/18/2008;17,741;8,236;22,853;3,011;7,774;4,113;2,541;18,627;12,209;2,261;9,733;7,029;22,294;14,574;1,337;16,244;4,589;13,625;8,146;1,742;3,985;3,494;2,71;3,097;2,943;3,736;30,023;5,929;2,676;4,636;4,907;6,72;10,897;11,745;2,927;12,818;3,793;10,243;19,877;14,322;12,418;7,726;2,58;17,86;4,318;6,638;1,999;4,438;7,24;9,985
12/19/2008;17,421;8,095;22,23;2,914;7,8;4,16;2,509;18,495;12,033;2,148;9,846;6,895;22,299;14,574;1,297;16,254;4,397;13,462;8,121;1,755;4,035;3,431;2,685;3,097;2,962;3,755;30,332;5,972;2,664;4,49;4,674;6,586;10,966;11,686;2,954;13,357;3,779;10,048;18,804;14,233;12,191;7,323;2,615;17,58;4,414;6,662;2,112;4,375;7,481;10,551
12/22/2008;16,887;7,755;21,418;2,86;7,732;3,951;2,437;17,503;11,419;2,276;9,749;6,695;21,389;14,508;1,279;16,587;4,269;12,675;8,018;1,747;3,928;3,491;2,696;3,097;2,9;3,65;29,869;5,714;2,592;4,423;4,666;6,36;10,868;11,189;3,042;12,899;3,821;9,235;18,889;13,819;11,498;7,866;2,513;16,678;4,228;6,764;2,215;4,483;7,336;10,234
12/23/2008;16,665;7,485;21,18;2,783;7,335;3,708;2,348;16,991;10,868;2,172;9,806;6,467;20,763;14,219;1,28;17,311;4,324;12,401;7,728;1,717;3,886;3,534;2,722;3,035;2,895;3,753;29,515;5,714;2,628;4,399;4,499;6,369;10,479;10,794;3,058;12,091;3,696;8,903;18,804;13,598;10,977;7,524;2,743;16,329;4,149;6,356;2,234;4,745;7,047;9,956
12/24/2008;16,665;7,485;21,18;2,783;7,335;3,708;2,348;16,991;10,868;2,172;9,806;6,467;20,763;14,219;1,28;17,311;4,324;12,401;7,728;1,717;3,886;3,534;2,722;3,035;2,895;3,753;29,515;5,714;2,628;4,399;4,499;6,369;10,479;10,794;3,058;12,091;3,696;8,903;18,804;13,598;10,977;7,524;2,743;16,329;4,149;6,356;2,234;4,745;7,047;9,956
12/25/2008;16,665;7,485;21,18;2,783;7,335;3,708;2,348;16,991;10,868;2,172;9,806;6,467;20,763;14,219;1,28;17,311;4,324;12,401;7,728;1,717;3,886;3,534;2,722;3,035;2,895;3,753;29,515;5,714;2,628;4,399;4,499;6,369;10,479;10,794;3,058;12,091;3,696;8,903;18,804;13,598;10,977;7,524;2,743;16,329;4,149;6,356;2,234;4,745;7,047;9,956
12/26/2008;16,932;7,198;21,254;2,803;7,235;3,796;2,295;17,05;10,575;2,108;9,615;6,283;20,286;13,948;1,32;16,578;4,315;12,332;7,438;1,725;3,886;3,573;2,736;2,975;2,876;3,762;28,516;5,714;2,676;4,455;4,324;6,452;10,56;10,812;3,019;12,27;3,547;8,9;18,804;13,087;10,802;7,636;2,851;16,176;4,134;6,41;2,234;4,774;7,008;9,783
12/29/2008;17,499;7,254;22,295;2,803;7,314;3,985;2,304;17,339;10,705;2,131;9,41;6,326;20,309;13,33;1,285;15,911;4,114;12,375;7,421;1,692;3,822;3,587;2,719;2,978;2,861;3,718;27,88;5,584;2,661;4,471;4,141;6,586;10,239;10,776;3,084;11,902;3,439;9,04;18,889;12,783;11,354;7,378;2,919;16,287;4,14;6,614;2,234;4,774;6,738;9,351
12/30/2008;17,61;7,359;22,346;2,817;7,372;4,046;2,345;17,424;10,855;2,172;9,481;6,427;20,313;13,215;1,297;16,396;3,949;12,392;7,421;1,732;3,829;3,577;2,766;2,975;2,929;3,805;27,889;5,606;2,707;4,566;4,091;6,737;10,411;10,985;3,189;12,044;3,4;9,007;19,319;12,776;11,614;7,594;2,986;16,329;4,132;6,866;2,291;4,982;6,371;9,514
12/31/2008;17,61;7,359;22,346;2,817;7,372;4,046;2,345;17,424;10,855;2,172;9,481;6,427;20,313;13,215;1,297;16,396;3,949;12,392;7,421;1,732;3,829;3,577;2,766;2,975;2,929;3,805;27,889;5,606;2,707;4,566;4,091;6,737;10,411;10,985;3,189;12,044;3,4;9,007;19,319;12,776;11,614;7,594;2,986;16,329;4,132;6,866;2,291;4,982;6,371;9,514
